"","ID","Presa","Grupo.funcional.presa","Depredador","Grupo.funcional.depredador","Estrategia","Fuente","Expertise.depredador","Expertise.presa","Referencia","Enlace","Referente"
"156",418,"Champsocephalus_gunnari","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"157",419,"Chionodraco_rastrospinosus","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"158",420,"Lepidonotothen_kempi","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"159",421,"Nototheniops_larseni","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"160",422,"Pseudochaenichthys_georgianus","Perciformes ","Cephalorhynchus_commersonii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"161",427,"Champsocephalus_aceratus","Perciformes","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"162",439,"Micromesistius_australis","Gadiformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"163",442,"Gobionotothen_gibberifrons","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"164",443,"Chaenocephalus_aceratus","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"165",444,"Champsocephalus_gunnari","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"166",445,"Chionodraco_rastrospinosus","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"167",446,"Lepidonotothen_kempi","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"168",447,"Nototheniops_larseni","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"169",448,"Pseudochaenichthys_georgianus","Perciformes ","Eubalaena_australis","Balaenidae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"170",461,"Myctophidae* ","Myctophiformes ","Balaenoptera_physalus","Balaenopteridae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"171",462,"Myctophidae* ","Myctophiformes ","Balaenoptera_borealisa","Balaenopteridae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"172",463,"Myctophidae* ","Myctophiformes ","Balaenoptera_borealis","Balaenopteridae","","Heterótrofo","Mamiferos marinos","Peces",19,"https://doi.org/10.1007/s00300-019-02607-z",NA
"173",473,"Salilota_australis","Gadiformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"174",474,"Micromesistius_australis","Gadiformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"175",477,"Iluocoetes_fimbriatus","Perciformes","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"176",488,"Gobionotothen_gibberifrons","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"177",489,"Chaenocephalus_aceratus","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"178",490,"Chaenocephalus_gunnari","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"179",491,"Chionodraco_rastrospinosus","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"180",492,"Lepidonotothen_kempi","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"181",493,"Nototheniops_larseni","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"182",494,"Pseudochaenichthys_georgianus","Perciformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"183",495,"Patagonotothen_ramsayi","Perciformes","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"184",498,"Salilota_australis","Gadiformes ","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"185",499,"Patagonotothen_guntheri","Perciformes","Globicephala_melas_edwardii","Delphinidae","","Heterótrofo","Mamiferos marinos","Peces",21,"https://doi.org/10.1007/s00300-021-02908-2",NA
"186",508,"Malacosteus_australis","Stomiiformes","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"187",509,"Notophycis_marginata","Gadiformes ","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"188",510,"Salilota_australis","Gadiformes ","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"189",511,"Macrourus_holotrachys","Gadiformes ","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"190",512,"Coelorinchus_fasciatus","Gadiformes ","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"191",514,"Patagonotothen_ramsayi","Perciformes","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"192",516,"Genypterus_blacodes","Ophidiiformes","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
"193",519,"Micromesistius_australis","Gadiformes ","Lamna_nasus","Lamniformes","Cazador","Heterótrofo","Condrictios","Peces",26,"https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866",NA
