ID,Presa,Grupo funcional presa,Expertise presa,Depredador,Grupo funcional depredador,Expertise depredador,Estrategia,Fuente,Referencia,Enlace,Observaciones
1009,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1010,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1011,Dissostichus_eleginoides,Perciformes,Peces demersales,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1012,Sprattus_fuegensis,Clupeiformes,Sardinas,Lagenorhynchus_cruciger,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1013,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1014,Neocalanoida_tonsus,Copepoda,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1015,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1016,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1017,Ophidiidae,Ophidiiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1018,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1019,Patagonotothen_guntheri,Perciformes,Peces,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1020,Cirratulidae,Polychaeta,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1021,Tinerfe_cyanea,Ctenophora,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1022,Polychaeta,Polychaeta,Zooplancton,Pelagobia_longicirrata,Polychaeta,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,Infered from Pelagobia_longicirrata
1023,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Pelagobia_longicirrata,Polychaeta,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1024,Pelagobia_longicirrata,Polychaeta,Zooplancton,RhinCalanoida_gigas,Copepoda,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1025,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,CtenoCalanoida_vanus,Copepoda,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1026,Pelagobia_longicirrata,Polychaeta,Zooplancton,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1027,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1028,Fitoplancton,Fitoplancton,Fitoplancton,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Cazador,Productor_primario,Marina_etal_enprep.,NA,
1029,Pelagobia_longicirrata,Polychaeta,Zooplancton,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1030,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1031,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1032,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1033,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1034,Patagonotothen_guntheri,Perciformes,Peces,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1035,Macrourus_holotrachys,Gadiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1036,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1037,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Squalus_acanthias,Squaliformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1038,Eukrohnia_hamata,Chaetognatha,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1039,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1040,Pseudechinus_magellanicus,Echinoidea,Erizos,Cosmasterias_lurida,Asteroidea,Asteroideos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1041,CtenoCalanoida_vanus,Copepoda,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1042,Drepanopus_forcipatus,Copepoda,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1043,Neocalanoida_tonsus,Copepoda,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1044,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1045,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1046,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1047,Sprattus_fuegensis,Clupeiformes,Sardinas,Ardenna_gravis,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1048,Sprattus_fuegensis,Clupeiformes,Sardinas,Puffinus_griseus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1049,Sprattus_fuegensis,Clupeiformes,Sardinas,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1050,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Eudyptes_chrysocome,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1051,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Fulmarus_glacialoides,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1052,Sprattus_fuegensis,Clupeiformes,Sardinas,Fulmarus_glacialoides,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1053,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Macronectes_halli,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1054,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1055,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1056,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1057,Sprattus_fuegensis,Clupeiformes,Sardinas,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1058,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1059,CtenoCalanoida_vanus,Copepoda,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1060,Drepanopus_forcipatus,Copepoda,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1061,Neocalanoida_tonsus,Copepoda,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1062,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1063,CtenoCalanoida_vanus,Copepoda,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1064,Drepanopus_forcipatus,Copepoda,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1065,Neocalanoida_tonsus,Copepoda,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1066,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1067,CtenoCalanoida_vanus,Copepoda,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1068,Drepanopus_forcipatus,Copepoda,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1069,Neocalanoida_tonsus,Copepoda,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1070,RhinCalanoida_gigas,Copepoda,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1071,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1072,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1073,CtenoCalanoida_vanus,Copepoda,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1074,Drepanopus_forcipatus,Copepoda,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1075,RhinCalanoida_gigas,Copepoda,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1076,CtenoCalanoida_vanus,Copepoda,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1077,Drepanopus_forcipatus,Copepoda,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1078,Neocalanoida_tonsus,Copepoda,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1079,RhinCalanoida_gigas,Copepoda,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1080,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1081,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1082,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1083,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1084,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1085,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1086,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1087,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1088,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1089,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1090,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1091,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1092,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1093,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1094,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1095,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1096,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1097,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1098,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1099,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1100,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
1101,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1102,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1103,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1104,Patagonotothen_guntheri,Perciformes,Peces,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1105,Patagonotothen_ramsayi,Perciformes,Peces,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1106,Sprattus_fuegensis,Clupeiformes,Sardinas,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1107,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1108,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1109,Dissostichus_eleginoides,Perciformes,Peces demersales,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1110,Macrourus_carinatus,Gadiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1111,Macrourus_holotrachys,Gadiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1112,Moridae,Gadiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1113,Patagonotothen_guntheri,Perciformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1114,Patagonotothen_ramsayi,Perciformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1115,Coelorinchus_fasciatus,Gadiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1116,Salilota_australis,Gadiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1117,Micromesistius_australis,Gadiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1118,Sprattus_fuegensis,Clupeiformes,Sardinas,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
1119,Electrona_spp,Myctophiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
1120,Electrona_spp,Myctophiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
1121,Stomiiformes,Stomiiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
1122,Micromesistius_australis,Gadiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
1123,Sebastidae,Perciformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
1124,Melanonidae,Gadiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,Infered from Melanonus_gracilis
1125,Kondakovia_longimana,Oegopsida,Cefalopodos,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Arata_etal_2004,https://doi.org/10.1017/S095410200400207X,
1126,Cephalopoda_otros,Oegopsida,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1127,Cephalopoda_otros,Oegopsida,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1128,Gonatidae,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1129,Cephalopoda_otros,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1130,Histioteuthis,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1131,Cephalopoda_otros,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1132,Cranchiidae,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1133,Cranchiidae,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1134,Cranchiidae,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1135,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1136,Octopoda,Cephalopoda,Cefalopodos,Globicephala_melaena,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1137,Martialia_hyadesi,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1138,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1139,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1140,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1141,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,Infered from Enoploteuthis
1142,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1143,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1144,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1145,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1146,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1147,Histioteuthis,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1148,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1149,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1150,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1151,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,Infered from Mesonychoteuthis_hamiltonii
1152,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1153,Cranchiidae,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1154,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1155,Martialia_hyadesi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1156,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1157,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1158,Kondakovia_longimana,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1159,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,Infered from Enoploteuthis
1160,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1161,Gonatidae,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1162,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1163,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
1164,Cephalopoda_otros,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Clarke_etal_1994,10.1017/S0954102094000234,
