"ID","Presa","Grupo funcional presa","Depredador","Grupo funcional depredador","Estrategia","Fuente","Referencia",""
"1","E. antartica","Actinopterygii","Thalassarche_chrysostoma","Ave","","Heterótrofo","",""
"2","E. carlsbergi","Actinopterygii","Thalassarche_chrysostoma","Ave","","Heterótrofo","",""
"3","G. fraseri","Actinopterygii","Thalassarche_chrysostoma","Ave","","","",""
"4","G. hintonoides","Actinopterygii","Thalassarche_chrysostoma","Ave","","","",""
"5","G. nicholsi","Actinopterygii","Thalassarche_chrysostoma","Ave","","","",""
"6","Gymnoscopelus sp.","Actinopterygii","Thalassarche_chrysostoma","Ave","","","",""
"7","K. andersoni","Actinopterygii","Thalassarche_chrysostoma","Ave","","","",""
"8","M. gracilis","Actinopterygii","Thalassarche_chrysostoma","Ave","","","",""
"9","G. antarcticus","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"10","K. longimana","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"11","B. skolops","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"12","Histioteuthis","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"13","A. antarcticus","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"14","M. hyadesi","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"15","M psychrophila","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"16","G. glacialis","Cephalopoda","Thalassarche_chrysostoma","Ave","","","",""
"17","T. gaudicahudii","Malacostraca","Thalassarche_chrysostoma","Ave","","","",""
"18","A. antarcticus","Malacostraca","Thalassarche_chrysostoma","Ave","","","",""
"19","A. pelagica","Malacostraca","Thalassarche_chrysostoma","Ave","","","",""
"20","Acanthephyra sp","Malacostraca","Thalassarche_chrysostoma","Ave","","","",""
"21","P. longispina","Malacostraca","Thalassarche_chrysostoma","Ave","","","",""
"22","E. superba","Malacostraca","Thalassarche_chrysostoma","Ave","","","",""
"","Semirrosia_tenera","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Moroteuthis_ingens","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Loligo_gahi","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Illex_argentinus","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Micromesistius_australis","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Sprattus_fuegensis","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Myctophids","","Grampus_griseus","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Merluccius_hubbsi","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Merluccius_australis","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Salilota_australis","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Macruronus_magellanicus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Cottoperca_gobio","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Coelorinchus_fasciatus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Iluocoetes_fimbriatus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Cottunculus_granulosus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Dissostichus_eleginoides","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Genypterus_blacodes","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Nototenids","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Micromesistius_australis","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_ramsayi","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Pseudocythus_maculatus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Myctophids","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Bathyraja_macloviana","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Eleginops_maclovinus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Zoarcids","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen ","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_sima","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_tessellata","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Odonthestes","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Sprattus_fuegensis","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Loligo_gahi","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","llex","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Illex_argentinus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Moroteuthis_ingens","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Semirrosia_tenera","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Enteroctopus_megalocyathus","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Campylognathus_vagans","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Munida_gregaria","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Euphausia_lucens","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Calanus_australis","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Themisto_gaudichaudii","","Lagenorhynchus_cruciger","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Zoarcids","","Lagenorhynchus_australis","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_sima","","Lagenorhynchus_australis","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_tessellata","","Lagenorhynchus_australis","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Eleginops_maclovinus","","Lagenorhynchus_australis","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Odonthestes","","Lagenorhynchus_australis","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Micromesistius_australis","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Coelorinchus_fasciatus","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Nototenids","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Iluocoetes_fimbriatus","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Loligo_gahi","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Illex_argentinus","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Moroteuthis_ingens","","Lissodelphis_peronii","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Merluccius_hubbsi","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Merluccius_australis","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Salilota_australis","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Macruronus_magellanicus","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Cottoperca_gobio","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Coelorinchus_fasciatus","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Iluocoetes_fimbriatus","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Cottunculus_granulosus","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Dissostichus_eleginoides","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Genypterus_blacodes","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Nototenids","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Micromesistius_australis","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_ramsayi","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Pseudocythus_maculatus","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Myctophids","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Bathyraja_macloviana","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Eleginops_maclovinus","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Zoarcids","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen ","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
"","Patagonotothen_sima","","Pseudorca_crassidens","","","Heterótrofo","Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",""
