ID,Presa,Grupo funcional presa,Depredador,Grupo funcional depredador,Estrategia,Fuente,Referencia,Enlace
160,Micromesistius_australis,Gadiformes ,Phocoena_spinipinnis,Phocoenidae,,Heterótrofo,"Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",https://doi.org/10.3354/meps08826
161,Genypterus_blacodes,Ophidiiformes,Phocoena_spinipinnis,Phocoenidae,,Heterótrofo,"Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",https://doi.org/10.3354/meps08826
162,Ilex_argentinus,Cephalopoda ,Phocoena_spinipinnis,Phocoenidae,,Heterótrofo,"Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",https://doi.org/10.3354/meps08826
163,Loligo_gahi,Cephalopoda ,Phocoena_spinipinnis,Phocoenidae,,Heterótrofo,"Riccialdelli, L., Newsome, S. D., Fogel, M. L., & Goodall, R. N. P. (2010). Isotopic assessment of prey and habitat preferences of a cetacean community in the southwestern South Atlantic Ocean. Marine Ecology Progress Series, 418, 235-248.",https://doi.org/10.3354/meps08826
164,Cephalopods*,Cephalopoda ,Globicephala_melas,Delphinidae,,Heterótrofo,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
165,Ancistrocheirus*,Cephalopoda ,Thalassarche_chrysostoma,Procellariiformes,,Heterótrofo,"Van Waerebeek, K., Leaper, R., Baker, A. N., Papastavrou, V., Thiele, D. E. B. O. R. A. H., Findlay, K., ... & Ensor, P. A. U. L. (2010). Odontocetes of the southern ocean sanctuary. Journal of Cetacean Research and Management, 11(3), 315-346.",https://www.researchgate.net/publication/235993961_Odontocetes_of_the_Southern_Ocean_Sanctuary
166,Ancistrocheirus*,Cephalopoda ,Thalassarche_melanophris,Procellariiformes,,Heterótrofo,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
167,Zooplankton*,Zooplankton,Spheniscus_magellanicus_female,Sphenisciformes,,Heterótrofo,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
168,Cephalopods*,Cephalopoda ,Spheniscus_magellanicus_female,Sphenisciformes,,Heterótrofo,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
169,Zooplankton*,Zooplankton,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
170,Cephalopods*,Cephalopoda ,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
171,Zooplankton*,Zooplankton,Otaria*,Otariidae ,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
172,Cephalopods*,Cephalopoda ,Otaria*,Otariidae ,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
173,Zooplankton*,Zooplankton,Delphinus,Delphinidae,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
174,Cephalopods*,Cephalopoda ,Delphinus,Delphinidae,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
175,Themisto_gaudichaudii,Malacostraca,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
176,Euphausiacea*,Malacostraca,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
177,Amphipoda* ,Malacostraca,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
178,Themisto_gaudichaudii,Malacostraca,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
179,Euphausiacea*,Malacostraca,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
180,Amphipoda* ,Malacostraca,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
181,Sprattus_fuegensis,Clupeiformes ,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
182,Sprattus_fuegensis,Clupeiformes ,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
183,Munida_gregaria,Malacostraca,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
184,Munida_gregaria,Malacostraca,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
185,Loligo_gahi,Cephalopoda ,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
186,Loligo_gahi,Cephalopoda ,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
187,Engraulidae*,Clupeiformes ,Spheniscus_magellanicus_male,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
188,Engraulidae*,Clupeiformes ,Spheniscus_magellanicus_female,Sphenisciformes,,,"Rosciano, N. G., Polito, M. J., & Rey, A. R. (2016). Do penguins share? Evidence of foraging niche segregation between but not within two sympatric, central-place foragers. Marine Ecology Progress Series, 548, 249-262.",https://doi.org/10.3354/meps11689
189,Loligo_gahi,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
190,Ilex_argentinus,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
191,Macruronus_magellanicus,Gadiformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
192,Merluccius_australis,Gadiformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
193,Champsocephalus_aceratus,Perciformes,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
194,Galiteuthis_glacialis,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
195,Euphausia_lucens,Malacostraca,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
196,Euphausia_superba,Malacostraca,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
197,Taonius*,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
198,Histioteuthis_atlantica,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
199,Histioteuthis_macrohista,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
200,Gonatus_antarcticus,Cephalopoda,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
201,Kondakovia_longimana,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
202,Batoteuthis_skolops,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
203,Galiteuthis_glacialis,Cephalopoda ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
204,Dissostichus_eleginoides,Perciformes,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
205,Micromesistius_australis,Gadiformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
206,Macruronus_magellanicus,Gadiformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
207,Merluccius_australis,Gadiformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
208,Gobionotothen_gibberifrons,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
209,Chaenocephalus_aceratus,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
210,Champsocephalus_gunnari,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
211,Chionodraco_rastrospinosus,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
212,Lepidonotothen_kempi,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
213,Nototheniops_larseni,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
214,Pseudochaenichthys_georgianus,Perciformes ,Berardius_arnuxii,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
215,Loligo_gahi,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
216,Ilex_argentinus,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
217,Macruronus_magellanicus,Gadiformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
218,Merluccius_australis,Gadiformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
219,Champsocephalus_aceratus,Perciformes,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
220,Galiteuthis_glacialis,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
221,Euphausia_lucens,Malacostraca,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
222,Euphausia_superba,Malacostraca,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
223,Taonius*,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
224,Histioteuthis_atlantica,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
225,Histioteuthis_macrohista,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
226,Gonatus_antarcticus,Cephalopoda,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
227,Kondakovia_longimana,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
228,Batoteuthis_skolops,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
229,Galiteuthis_glacialis,Cephalopoda ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
230,Dissostichus_eleginoides,Perciformes,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
231,Micromesistius_australis,Gadiformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
232,Macruronus_magellanicus,Gadiformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
233,Merluccius_australis,Gadiformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
234,Gobionotothen_gibberifrons,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
235,Chaenocephalus_aceratus,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
236,Champsocephalus_gunnari,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
237,Chionodraco_rastrospinosus,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
238,Lepidonotothen_kempi,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
239,Nototheniops_larseni,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
240,Pseudochaenichthys_georgianus,Perciformes ,Hyperoodon_planifrons,Ziphiidae ,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
241,Loligo_gahi,Cephalopoda ,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
242,Ilex_argentinus,Cephalopoda ,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
243,Macruronus_magellanicus,Gadiformes ,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
244,Merluccius_australis,Gadiformes ,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
245,Champsocephalus_aceratus,Perciformes,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
246,Galiteuthis_glacialis,Cephalopoda ,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
247,Euphausia_lucens,Malacostraca,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
248,Euphausia_superba,Malacostraca,Mesoplodon_bowdoini,Ziphiidae,,,"Riccialdelli, L., Viola, M. N. P., Panarello, H. O., & Goodall, R. N. P. (2017). Evaluating the isotopic niche of beaked whales from the southwestern South Atlantic and Southern Oceans. Marine Ecology Progress Series, 581, 183-198.",
