ID,Presa,Grupo funcional presa,Depredador,Grupo funcional depredador,Estrategia,Fuente,Referencia,Enlace
415,Merluccius_australis,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
416,Gobionotothen_gibberifrons,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
417,Chaenocephalus_aceratus,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
418,Champsocephalus_gunnari,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
419,Chionodraco_rastrospinosus,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
420,Lepidonotothen_kempi,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
421,Nototheniops_larseni,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
422,Pseudochaenichthys_georgianus,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
423,Loligo_gahi,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
424,Ilex_argentinus,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
425,Macruronus_magellanicus,Gadiformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
426,Merluccius_australis,Gadiformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
427,Champsocephalus_aceratus,Perciformes,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
428,Galiteuthis_glacialis,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
429,Euphausia_lucens,Malacostraca,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
430,Euphausia_superba,Malacostraca,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
431,Taonius*,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
432,Histioteuthis_atlantica,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
433,Histioteuthis_macrohista,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
434,Gonatus_antarcticus,Cephalopoda,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
435,Kondakovia_longimana,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
436,Batoteuthis_skolops,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
437,Galiteuthis_glacialis,Cephalopoda ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
438,Dissostichus_eleginoides,Perciformes,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
439,Micromesistius_australis,Gadiformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
440,Macruronus_magellanicus,Gadiformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
441,Merluccius_australis,Gadiformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
442,Gobionotothen_gibberifrons,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
443,Chaenocephalus_aceratus,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
444,Champsocephalus_gunnari,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
445,Chionodraco_rastrospinosus,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
446,Lepidonotothen_kempi,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
447,Nototheniops_larseni,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
448,Pseudochaenichthys_georgianus,Perciformes ,Eubalaena_australis,Balaenidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
449,Sprattus_fuegensis,Clupeiformes ,Aves,,Cazador,Heterótrofo,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
450,Munida_gregaria,Malacostraca,Aves,,Cazador,Heterótrofo,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
451,Sprattus_fuegensis,Clupeiformes ,Peces,,Cazador,Heterótrofo,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
452,Munida_gregaria,Malacostraca,Peces,,Cazador,Heterótrofo,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
453,Sprattus_fuegensis,Clupeiformes ,Mamíferos marinos,,Cazador,Heterótrofo,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
454,Munida_gregaria,Malacostraca,Mamíferos marinos,,Cazador,Heterótrofo,"Diez, M. J., Cabreira, A. G., Madirolas, A., De Nascimento, J. M., Scioscia, G., Schiavini, A., & Lovrich, G. A. (2018). Winter is cool: spatio-temporal patterns of the squat lobster Munida gregaria and the Fuegian sprat Sprattus fuegensis in a sub-Antarctic estuarine environment. Polar Biology, 41(12), 2591-2605.",https://doi.org/10.1007/s00300-018-2394-2
455,Munida_gregaria,Malacostraca,Spheniscus_magellanicus,Sphenisciformes,Cazador,Heterótrofo,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
456,Sprattus_fuegensis,Clupeiformes ,Spheniscus_magellanicus,Sphenisciformes,Cazador,Heterótrofo,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
457,Loligo_gahi,Cephalopoda ,Spheniscus_magellanicus,Sphenisciformes,Cazador,Heterótrofo,"Rosciano, N. G., Pütz, K., Polito, M. J., & Raya Rey, A. (2018). Foraging behaviour of Magellanic Penguins during the early chick‐rearing period at Isla de los Estados, Argentina. Ibis, 160(2), 327-341.",https://doi.org/10.1111/ibi.12547
458,Mesodinium_rubrum,Ciliophora,Dinophysis*,Myzozoa ,Cazdor,Heterótrofo,"Guinder, V. A., Malits, A., Ferronato, C., Krock, B., Garzón-Cardona, J., & Martínez, A. (2020). Microbial plankton configuration in the epipelagic realm from the Beagle Channel to the Burdwood Bank, a Marine Protected Area in Sub-Antarctic waters. Plos one, 15(5), e0233156.",https://doi.org/10.1371/journal.pone.0233156
459,Euphausiacea,Malacostraca,Megaptera_novaeangliae,Balaenopteridae,Filtrador,Heterótrofo,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
460,Euphausiacea,Malacostraca,Balaenoptera_borealis,Balaenopteridae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
461,Euphausiacea,Malacostraca,Lagenorhynchus_cruciger,Delphinidae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
462,Myctophidae* ,Myctophiformes ,Balaenoptera_physalus,Balaenopteridae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
463,Myctophidae* ,Myctophiformes ,Balaenoptera_borealisa,Balaenopteridae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
464,Myctophidae* ,Myctophiformes ,Balaenoptera_borealis,Balaenopteridae,,,"Bassoi, M., Acevedo, J., Secchi, E. R., Aguayo-Lobo, A., Dalla Rosa, L., Torres, D., ... & Azevedo, A. F. (2020). Cetacean distribution in relation to environmental parameters between Drake Passage and northern Antarctic Peninsula. Polar Biology, 43(1), 1-15.",https://doi.org/10.1007/s00300-019-02607-z
465,Onykia_ingens,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
466,Martialia_hyadesi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
467,Chiroteuthis_veranyi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
468,Doryteuthis_gahi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
469,Ilex_argentinus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
470,Enteroctopus_megalocyathus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
471,Merluccius_hubbsi,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
472,Merluccius_ustralis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
473,Macruronus_magellanicus,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
474,Salilota_australis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
475,Micromesistius_australis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
476,Dissostichus_eleginoides,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
477,Cottoperca_trigloides,Actinopteri ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
478,Iluocoetes_fimbriatus,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
479,Martialia_hyadesi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
480,Galiteuthis_glacialis,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
481,Taonius*,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
482,Histioteuthis_eltaninae,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
483,Histioteuthis_atlantica,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
484,Alluroteuthis_antarcticus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,"Becker, Y. A., Fioramonti, N. E., Dellabianca, N. A., & Riccialdelli, L. (2021). Feeding ecology of the long finned pilot whale, Globicephala melas edwardii, in the southwestern Atlantic Ocean, determined by stable isotopes analysis. Polar Biology, 44(8), 1655-1667.",https://doi.org/10.1007/s00300-021-02908-2
