ID,Prey,Prey funtional group,Prey expertise,Predator,Predator funtional group,Predator expertise,Strategy,Source,Reference,Link,Observations
668,Euphausiidae,Euphausiacea,Crustaceans,Macruronus_magellanicus,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Alvarez_etal_2022, https://doi.org/10.1007/s00300-022-03063-y,
669,Grimothea_gregaria,Malacostraca,Crustaceans,Macruronus_magellanicus,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Alvarez_etal_2022, https://doi.org/10.1007/s00300-022-03063-y,
670,Sprattus_fuegensis,Clupeiformes,Sardinas,Macruronus_magellanicus,Gadiformes,Fish_Demersal,Hunter,Heterotroph,Alvarez_etal_2022, https://doi.org/10.1007/s00300-022-03063-y,
671,Detritus,Non-living,Non-living,Liothyrella_uva,Brachiopoda,Brachiopods,Suspension-feeder,Detritus,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-jo,
672,Detritus,Non-living,Non-living,Magellania_venosa,Brachiopoda,Brachiopods,Suspension-feeder,Detritus,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-jo,
673,Detritus,Non-living,Non-living,Terebratella_dorsata,Brachiopoda,Brachiopods,Suspension-feeder,Detritus,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-jo,
674,Phytoplankton,Phytoplankton,Phytoplankton,Salpidae_spp,Thaliacea,Zooplankton,Filter,Primary_producer,,,
675,Phytoplankton,Phytoplankton,Phytoplankton,Polychaeta,Polychaeta,Zooplankton,Filter,Primary_producer,,,
676,Zooplankton,Zooplankton,Zooplankton,Polychaeta,Polychaeta,Zooplankton,Filter,Heterotroph,,,
677,Polychaeta,Polychaeta,Zooplankton,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Garcia_1994,https://hal.sorbonne-universite.fr/hal-03047971,Infered from Odontesthes_smitti
678,Isopoda_others,Isopoda,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Garcia_1994,https://hal.sorbonne-universite.fr/hal-03047971,Infered from Odontesthes_smitti
679,Decapoda_others,Malacostraca,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Garcia_1994,https://hal.sorbonne-universite.fr/hal-03047971,Infered from Odontesthes_smitti
680,Amphipoda,Amphipoda,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Lattuca_etal_2015,https://doi.org/10.1016/j.ecss.2015.03.019,Infered from Odontesthes_nigricans
681,Euphausiidae,Euphausiacea,Crustaceans,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Lattuca_etal_2016,https://doi.org/10.1016/j.ecss.2015.03.019,Infered from Odontesthes_nigricans
682,Polychaeta,Polychaeta,Zooplankton,Odonthestes_spp,Atheriniformes,Fish,Hunter,Heterotroph,Lattuca_etal_2017,https://doi.org/10.1016/j.ecss.2015.03.019,Infered from Odontesthes_nigricans
683,Phytoplankton,Phytoplankton,Phytoplankton,Zooplankton,Zooplankton,Zooplankton,Hunter,Primary_producer,,,
684,Phytoplankton,Phytoplankton,Phytoplankton,Ichthyoplankton,Ichthyoplankton,Ichthyoplankton,Hunter,Primary_producer,,,
685,Zooplankton,Zooplankton,Zooplankton,Ichthyoplankton,Ichthyoplankton,Ichthyoplankton,Hunter,Heterotroph,,,
686,Detritus,Non-living,Non-living,Ostracoda,Crustacea,Crustaceans,Filter,Detritus,,,
687,Phytoplankton,Phytoplankton,Phytoplankton,Ostracoda,Crustacea,Crustaceans,Filter,Primary_producer,,,
688,Phytoplankton,Phytoplankton,Phytoplankton,Mactridae_spp,Bivalvia, Mollusks,Filter,Primary_producer,,,
689,Phytoplankton,Phytoplankton,Phytoplankton,Calanoida,Copepoda,Zooplankton,Filter,Primary_producer,,,
690,Euphausiidae,Euphausiacea,Crustaceans,Nototheniops_larseni ,Nototheniidae,Fish,Hunter,Heterotroph,Kock_1985,,Infered from Nototheniops_larseni 
691,Calanoida,Copepoda,Zooplankton,Pleuragramma_antarcticum,Nototheniidae,Fish,Hunter,Heterotroph,Kellermann_1987,https://doi.org/10.1007/BF00443949,
692,Euphausiidae,Euphausiacea,Crustaceans,Pleuragramma_antarcticum,Nototheniidae,Fish,Hunter,Heterotroph,Kellermann_1987,https://doi.org/10.1007/BF00443949,
693,Themisto_gaudichaudii,Amphipoda,Crustaceans,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
694,Decapoda_others,Decapoda,Crustaceans,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
695,Euphausiidae,Euphausiacea,Crustaceans,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
696,Electrona_spp,Myctophiformes,Fish,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
697,Gymnoscopelus_spp,Myctophiformes,Fish,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
698,Krefftichthys_andersoni,Myctophiformes,Fish,Pseudochaenichthys_georgianus,Perciformes,Fish,Hunter,Heterotroph,Clarke_etal_2007,https://doi.org/10.1017/S0954102008000990,
699,Necromass,Non-living,Non-living,Myxine_spp,Myxiniformes,Fish_Demersal,Deposit-feeder,Detritus,FishBase,https://www.fishbase.de/summary/Myxine-glutinosa.ht,
700,Detritus,Non-living,Non-living,Myxine_spp,Myxiniformes,Fish_Demersal,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?intera,
701,Pagurus_comptus,Decapoda,Crustaceans,Myxine_spp,Myxiniformes,Fish_Demersal,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?intera,
702,Myxine_spp,Myxiniformes,Fish_Demersal,Bathyraja_brachyurops,Rajiformes, Chondrichthyans,Hunter,Heterotroph,Brickle_etal_2003,,
703,Myxine_spp,Myxiniformes,Fish_Demersal,Micromesistius_australis,Gadiformes,Fish,Hunter,Heterotroph,Brickle_etal_2009,https://doi.org/10.1016/j.ecss.2009.06.007,
704,Liothyrella_uva,Brachiopoda,Brachiopods,Decapoda_others,Decapoda,Crustaceans,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
705,Magellania_venosa,Brachiopoda,Brachiopods,Decapoda_others,Decapoda,Crustaceans,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
706,Terebratella_dorsata,Brachiopoda,Brachiopods,Decapoda_others,Decapoda,Crustaceans,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
707,Detritus,Non-living,Non-living,Isopoda_others,Isopoda,Crustaceans,Filter,Detritus,Doti_pers.com.,,
708,Detritus,Non-living,Non-living,Gastropoda_others,Gastropoda,Gastropods,Filter,Detritus,Encyclopedia of Life,https://eol.org/pages/19661450,
709,Polychaeta,Polychaeta,Zooplankton,Gastropoda_others,Gastropoda,Gastropods,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/51509488,
710,Copepoda_others,Copepoda,Zooplankton,Amphipoda,Amphipoda,Crustaceans,Suspension-feeder,Heterotroph,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Infered from Jassa
711,Liothyrella_uva,Brachiopoda,Brachiopods,Patagonotothen_guntheri,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
712,Liothyrella_uva,Brachiopoda,Brachiopods,Patagonotothen_ramsayi,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
713,Magellania_venosa,Brachiopoda,Brachiopods,Patagonotothen_guntheri,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,,
714,Magellania_venosa,Brachiopoda,Brachiopods,Patagonotothen_ramsayi,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
715,Terebratella_dorsata,Brachiopoda,Brachiopods,Patagonotothen_guntheri,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
716,Terebratella_dorsata,Brachiopoda,Brachiopods,Patagonotothen_ramsayi,Perciformes,Fish,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
717,Polychaeta,Polychaeta,Zooplankton,Macrouridae,Gadiformes,Fish,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?intera,
718,Macrouridae,Gadiformes,Fish,Micromesistius_australis,Gadiformes,Fish,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/DietCompoSumma,
719,Amphipoda,Amphipoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
720,Campylonotus_vagans,Decapoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
721,Patagonotothen_ramsayi,Perciformes,Fish,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
722,Coelorinchus_fasciatus,Gadiformes,Fish,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
723,Iluocoetes_fimbriatus,Perciformes,Fish,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
724,Sprattus_fuegensis,Clupeiformes,Sardinas,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
725,Isopoda_others,Isopoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
726,Eukrohnia_hamata,Chaetognatha,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
727,Euphausiidae,Euphausiacea,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
728,Pseudosagitta_gazellae,Chaetognatha,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
729,Tinerfe_cyanea,Ctenophora,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
730,Pagurus_comptus,Decapoda,Crustaceans,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
731,Polychaeta,Polychaeta,Zooplankton,Macrourus_carinatus,Gadiformes,Fish,Hunter,Heterotroph,Laptikhovsky_2005,https://doi.org/10.1016/j.dsr.2005.03.003,
732,Macrourus_carinatus,Gadiformes,Fish,Otaria_flBirdscens,Carnivora,Sea mammals,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
733,Macrourus_carinatus,Gadiformes,Fish,Thalassarche_chrysostoma,Birds,Sea birds,Hunter,Heterotroph,Catry_etal_2004,https://doi.org/10.3354/meps280261,
734,Macrourus_carinatus,Gadiformes,Fish,Thalassarche_melanophris,Procellariiformes,Sea birds,Hunter,Heterotroph,Xavier_etal_2003,https://doi.org/10.1046/j.1474-919X.2003.00196.x,
735,Phytoplankton,Phytoplankton,Phytoplankton,Polyplacophora,Polyplacophora,Poliplacoforos,Grazer,Primary_producer,Encyclopedia of Life,https://eol.org/pages/4941339,
736,Detritus,Non-living,Non-living,Polyplacophora,Polyplacophora,Poliplacoforos,Deposit-feeder,Detritus,Sirenko_abstract,NA,
737,Euphausiidae,Euphausiacea,Crustaceans,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
738,Calanoida,Copepoda,Zooplankton,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
739,Copepoda_others,Copepoda,Zooplankton,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,Infered from metridia_spp
740,Notothenia_coriiceps,Nototheniidae,Fish,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
741,Electrona_spp,Myctophiformes,Fish,Champsocephalus_gunnari,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
742,Champsocephalus_gunnari,Perciformes,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
743,Champsocephalus_gunnari,Perciformes,Fish,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
744,Champsocephalus_gunnari,Perciformes,Fish,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
745,Champsocephalus_gunnari,Perciformes,Fish,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
746,Euphausiidae,Euphausiacea,Crustaceans,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
747,Electrona_spp,Myctophiformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
748,Gymnoscopelus_spp,Myctophiformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
749,Pleuragramma_antarcticum,Nototheniidae,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
750,Notothenia_coriiceps,Nototheniidae,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
751,Macrourus_holotrachys,Gadiformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
752,Harpagiferidae_sp,Perciformes,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,Infered from Harpagifer antarcticus
753,Euphausiidae,Euphausiacea,Crustaceans,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
754,Pleuragramma_antarcticum,Nototheniidae,Fish,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
755,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
756,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Macrourus_holotrachys,Gadiformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
757,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
758,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
759,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
760,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
761,Euphausiidae,Euphausiacea,Crustaceans,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
762,Gonatus_antarcticus,Cephalopoda,Cephalopods,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
763,Pleuragramma_antarcticum,Nototheniidae,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
764,Electrona_spp,Myctophiformes,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
765,Gymnoscopelus_spp,Myctophiformes,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
766,Champsocephalus_gunnari,Perciformes,Fish,Martialia_hyadesi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
767,Martialia_hyadesi,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
768,Martialia_hyadesi,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
769,Martialia_hyadesi,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
770,Martialia_hyadesi,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
771,Martialia_hyadesi,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
772,Euphausiidae,Euphausiacea,Crustaceans,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
773,Calanoida,Copepoda,Zooplankton,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
774,Copepoda_others,Copepoda,Zooplankton,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,Infred from metridia_sp
775,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
776,Kondakovia_longimana,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
777,Gonatus_antarcticus,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
778,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
779,Martialia_hyadesi,Cephalopoda,Cephalopods,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
780,Pleuragramma_antarcticum,Nototheniidae,Fish,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
781,Electrona_spp,Myctophiformes,Fish,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
782,Gymnoscopelus_spp,Myctophiformes,Fish,Moroteuthis_ingens,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
783,Euphausiidae,Euphausiacea,Crustaceans,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
784,Electrona_spp,Myctophiformes,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
785,Pleuragramma_antarcticum,Nototheniidae,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
786,Gymnoscopelus_spp,Myctophiformes,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
787,Champsocephalus_gunnari,Perciformes,Fish,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
788,Gonatus_antarcticus,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
789,Gonatus_antarcticus,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
790,Gonatus_antarcticus,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
791,Gonatus_antarcticus,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
792,Euphausiidae,Euphausiacea,Crustaceans,Kondakovia_longimana,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
793,Kondakovia_longimana,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
794,Kondakovia_longimana,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
795,Kondakovia_longimana,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
796,Kondakovia_longimana,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
797,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
798,Moroteuthis_ingens,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
799,Kondakovia_longimana,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
800,Gonatus_antarcticus,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
801,Martialia_hyadesi,Cephalopoda,Cephalopods,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
802,Eukrohnia_hamata,Chaetognatha,Zooplankton,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,
803,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
804,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
805,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
806,Mesonychoteuthis_hamiltonii,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
807,Euphausiidae,Euphausiacea,Crustaceans,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Hunter,Heterotroph,Weddell_sea_links,,Infered from Euphausia_superba
808,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
809,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Orcinus_orca,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
810,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Lagenorhynchus_cruciger,Delphinidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
811,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Balaenoptera_physalus,Balaenopteridae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
812,Isopoda_others,Isopoda,Isopodos,Trematomus_scotti,Nototheniidae,Fish,Hunter,Heterotroph,Weddell_sea_links,,Infered from Munna
813,Trematomus_scotti,Nototheniidae,Fish,Notothenia_coriiceps,Nototheniidae,Fish,Hunter,Heterotroph,Weddell_sea_links,,
814,Trematomus_scotti,Nototheniidae,Fish,Macrourus_holotrachys,Gadiformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
815,Trematomus_scotti,Nototheniidae,Fish,Pagetopsis_sp,Perciformes,Fish,Hunter,Heterotroph,Weddell_sea_links,,
816,Trematomus_scotti,Nototheniidae,Fish,Mirounga_leonina,Phocidae,Sea mammals,Hunter,Heterotroph,Weddell_sea_links,,
817,Themisto_gaudichaudii,Amphipoda,Crustaceans,Trematomus_scotti,Nototheniidae,Fish,Hunter,Heterotroph,Weddell_sea_links,,
818,Calanoida,Copepoda,Zooplankton,Trematomus_scotti,Nototheniidae,Fish,Hunter,Heterotroph,Weddell_sea_links,,
819,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,Infered from Mastigoteuthis_agassizii and Mastigoteuthis_psychrophila
820,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
821,Batoteuthis_skolops,Cephalopoda,Cephalopods,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
822,Calanoida,Copepoda,Zooplankton,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
823,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
824,Euphausiidae,Euphausiacea,Crustaceans,Mastigoteuthis_spp,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
825,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Filippovia_knipovitchi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
826,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Filippovia_knipovitchi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
827,Batoteuthis_skolops,Cephalopoda,Cephalopods,Filippovia_knipovitchi,Cephalopoda,Cephalopods,Hunter,Heterotroph,Northern_Scotia_links,,
828,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Batoteuthis_skolops,Cephalopoda,Cephalopods,Hunter,Heterotroph,Southern_Scotia_links,,
829,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Batoteuthis_skolops,Cephalopoda,Cephalopods,Hunter,Heterotroph,Southern_Scotia_links,,
830,Batoteuthis_skolops,Cephalopoda,Cephalopods,Alluroteuthis_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Southern_Scotia_links,,
831,Batoteuthis_skolops,Cephalopoda,Cephalopods,Bathyteuthis_abyssicola,Cephalopoda,Cephalopods,Hunter,Heterotroph,Southern_Scotia_links,,
832,Batoteuthis_skolops,Cephalopoda,Cephalopods,Dissostichus_eleginoides,Perciformes,Fish_Demersal,Hunter,Heterotroph,Southern_Scotia_links,,
833,Batoteuthis_skolops,Cephalopoda,Cephalopods,Galiteuthis_glacialis,Cephalopoda,Cephalopods,Hunter,Heterotroph,Southern_Scotia_links,,
834,Batoteuthis_skolops,Cephalopoda,Cephalopods,Gonatus_antarcticus,Cephalopoda,Cephalopods,Hunter,Heterotroph,Southern_Scotia_links,,
