ID,Presa,Grupo funcional presa,Expertise presa,Depredador,Grupo funcional depredador,Expertise depredador,Estrategia,Fuente,Referencia,Enlace,Observaciones
559,Cottoperca_trigloides,Perciformes,Peces demersales,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
560,Dissostichus_eleginoides,Perciformes,Peces demersales,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
561,Patagonotothen_ramsayi,Perciformes,Peces,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
562,Bathyraja_brachyurops,Rajiformes,Condrictios,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
563,Iluocoetes_fimbriatus,Perciformes,Peces,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
564,Sprattus_fuegensis,Clupeiformes,Sardinas,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
565,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
566,Salilota_australis,Gadiformes,Peces,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
567,Micromesistius_australis,Gadiformes,Peces,Cottoperca_trigloides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
568,Macrourus_carinatus,Gadiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
569,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Tinerfe_cyanea,Ctenophora,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
570,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Tinerfe_cyanea,Ctenophora,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
571,Micromesistius_australis,Gadiformes,Peces,Macronectes_giganteus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
572,Sprattus_fuegensis,Clupeiformes,Sardinas,Macronectes_giganteus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
573,Micromesistius_australis,Gadiformes,Peces,Macronectes_halli,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
574,Sprattus_fuegensis,Clupeiformes,Sardinas,Macronectes_halli,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
575,Fitoplancton,Fitoplancton,Fitoplancton,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Cazador,Productor_primario,Marina_etal_enprep.,NA,
576,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Gorgonocephalus_chilensis,Ophiuroidea,Ofiuroideos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
577,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Macronectes_giganteus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
578,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Macronectes_giganteus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
579,Iluocoetes_fimbriatus,Perciformes,Peces,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
580,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Lagenorhynchus_cruciger,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
581,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
582,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
583,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
584,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
585,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
586,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
587,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
588,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
589,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
590,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
591,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
592,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
593,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
594,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
595,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
596,Dissostichus_eleginoides,Perciformes,Peces demersales,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
597,Micromesistius_australis,Gadiformes,Peces,Ziphiidae_sp,Ziphiidae,Mamiferos marinos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
598,Polychaeta,Polychaeta,Zooplancton,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,Infered from Pelagobia_longicirrata
599,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
600,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Daption_capense,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
601,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Eudyptes_chrysocome,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
602,Macrourus_carinatus,Gadiformes,Peces,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
603,Macrourus_holotrachys,Gadiformes,Peces,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
604,Coelorinchus_fasciatus,Gadiformes,Peces,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
605,Pseudechinus_magellanicus,Echinoidea,Erizos,Paralomis_granulosa,Decapoda_otros,Crustaceos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
606,Gastropoda_otros,Gastropoda,Gasteropodos,Paralomis_granulosa,Decapoda_otros,Crustaceos,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
607,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
608,Ophidiidae,Ophidiiformes,Peces,Bathyraja_brachyurops,Rajiformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
609,Fitoplancton,Fitoplancton,Fitoplancton,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Cazador,Heterótrofo,Marina_etal_enprep.,NA,Infered from Dinophysis_acuminata
610,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
611,Micromesistius_australis,Gadiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
612,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
613,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Fulmarus_glacialoides,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
614,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Eudyptes_chrysocome,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
615,Micromesistius_australis,Gadiformes,Peces,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
616,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Balaenoptera_physalus,Balaenopteridae,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
617,Sprattus_fuegensis,Clupeiformes,Sardinas,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
618,Coelorinchus_fasciatus,Gadiformes,Peces,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
619,Moridae,Gadiformes,Peces,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
620,Micromesistius_australis,Gadiformes,Peces,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
621,Agonidae,Perciformes,Peces,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,Infered from Agonopsis_chiloensis
622,Patagonotothen_guntheri,Perciformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
623,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
624,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
625,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Coelorinchus_fasciatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
626,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Coelorinchus_fasciatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
627,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Coelorinchus_fasciatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
628,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Macrourus_carinatus,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
629,Fitoplancton,Fitoplancton,Fitoplancton,Paralomis_granulosa,Decapoda_otros,Crustaceos peracaridos,Cazador,Productor_primario,Marina_etal_enprep.,NA,Infered from Emiliania_huxleyi
630,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Ardenna_gravis,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
631,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Ardenna_gravis,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
632,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Puffinus_griseus,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
633,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Puffinus_griseus,Aves,Aves marinas,Cazador,Heterótrofo,Marina_etal_enprep.,NA,
634,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
635,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
636,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
637,Micromesistius_australis,Gadiformes,Peces,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
638,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
639,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
640,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
641,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
642,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
643,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
644,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterótrofo,Marina_etal_enprep.,NA,
645,Coelorinchus_fasciatus,Gadiformes,Peces,Ophidiidae,Ophidiiformes,Peces,Cazador,,Marina_etal_enprep.,NA,
646,Polychaeta,Polychaeta,Zooplancton,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,Infered from Pelagobia_longicirrata
647,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
648,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
649,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
650,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
651,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
652,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
653,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
654,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
655,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Dissostichus_eleginoides,Perciformes,Peces demersales,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
656,Dissostichus_eleginoides,Perciformes,Peces demersales,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
657,Sprattus_fuegensis,Clupeiformes,Sardinas,Lagenorhynchus_cruciger,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
658,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Micromesistius_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
659,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
660,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
661,Ophidiidae,Ophidiiformes,Peces,Otaria_flavescens,Carnivora,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
662,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
663,Patagonotothen_guntheri,Perciformes,Peces,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
664,Cirratulidae,Polychaeta,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
665,Tinerfe_cyanea,Ctenophora,Zooplancton,Patagonotothen_guntheri,Perciformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
666,Polychaeta,Polychaeta,Zooplancton,Pelagobia_longicirrata,Polychaeta,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,Infered from Pelagobia_longicirrata
667,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Pelagobia_longicirrata,Polychaeta,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
668,Pelagobia_longicirrata,Polychaeta,Zooplancton,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
669,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
670,Fitoplancton,Fitoplancton,Fitoplancton,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Cazador,Productor_primario,Marina_etal_enprep.,NA,
671,Pelagobia_longicirrata,Polychaeta,Zooplancton,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
672,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
673,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Salilota_australis,Gadiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
674,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
675,Pagurus_comptus,Decapoda,Crustaceos peracaridos,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
676,Patagonotothen_guntheri,Perciformes,Peces,Thalassarche_chrysostoma,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
677,Macrourus_holotrachys,Gadiformes,Peces,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
678,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Ophidiidae,Ophidiiformes,Peces,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
679,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Squalus_acanthias,Squaliformes,Condrictios,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
680,Eukrohnia_hamata,Chaetognatha,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
681,Pseudosagitta_gazellae,Chaetognatha,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
682,Pseudechinus_magellanicus,Echinoidea,Erizos,Cosmasterias_lurida,Asteroidea,Asteroideos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
683,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
684,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
685,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Sprattus_fuegensis,Clupeiformes,Sardinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
686,Sprattus_fuegensis,Clupeiformes,Sardinas,Ardenna_gravis,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
687,Sprattus_fuegensis,Clupeiformes,Sardinas,Puffinus_griseus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
688,Sprattus_fuegensis,Clupeiformes,Sardinas,Daption_capense,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
689,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Eudyptes_chrysocome,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
690,Themisto_gaudichaudii,Malacostraca,Crustaceos peracaridos,Fulmarus_glacialoides,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
691,Sprattus_fuegensis,Clupeiformes,Sardinas,Fulmarus_glacialoides,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
692,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Macronectes_halli,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
693,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
694,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Spheniscus_magellanicus,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
695,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
696,Sprattus_fuegensis,Clupeiformes,Sardinas,Thalassarche_melanophris,Aves,Aves marinas,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
697,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
698,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
699,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
700,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_acutorostrata,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
701,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
702,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
703,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
704,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_bonaerensis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
705,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
706,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
707,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
708,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
709,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Balaenoptera_borealis,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
710,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
711,Sprattus_fuegensis,Clupeiformes,Sardinas,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
712,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
713,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
714,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Balaenoptera_physalus,Cetacea,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
715,CtenoCalanoida_vanus,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
716,Drepanopus_forcipatus,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
717,NeoCalanoida_tonsus,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
718,RhinCalanoida_gigas,Copepoda_otros,Zooplancton,Eubalaena_australis,Cetartiodactyla,Mamiferos marinos,Filtrador,Heterotrofo,Marina_etal_enprep.,NA,
719,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
720,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
721,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
722,Patagonotothen_guntheri,Perciformes,Peces,Lagenorhynchus_australis,Delphinidae,Mamiferos marinos,Cazador,Heterotrofo,Marina_etal_enprep.,NA,
