ID,Presa,Grupo funcional presa,Expertise presa,Depredador,Grupo funcional depredador,Expertise depredador,Estrategia,Fuente,Referencia,Enlace,Observaciones
265,Myctophidae_spp,Myctophiformes,Peces,Balaenoptera_borealis,Balaenopteridae,Mamiferos marinos,Cazador,Heterótrofo,"Bassoi, M. et al_2020",https://doi.org/10.1007/s00300-019-02607-z,
266,Calanoida,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
267,Martialia_hyadesi,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
268,Cephalopoda_otros,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
269,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
270,Illex_argentinus,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
271,Enteroctopus_megalocyathus,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
272,Merlucciidae ,Gadiformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
273,Merlucciidae ,Gadiformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
274,Merlucciidae ,Gadiformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
275,Salilota_australis,Gadiformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
276,Micromesistius_australis,Gadiformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
277,Dissostichus_eleginoides,Perciformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
278,Cottoperca_trigloides,Perciformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
279,Iluocoetes_fimbriatus,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
280,Martialia_hyadesi,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
281,Galiteuthis_glacialis,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
282,Cranchiidae,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
283,Histioteuthis,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
284,Histioteuthis,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
285,Cephalopoda_otros,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
286,Kondakovia_longimana,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
287,Cephalopoda_otros,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
288,Cephalopoda_otros,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
289,Gonatidae,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
290,Gobionotothen_gibberifrons,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
291,Channichthyidae ,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
292,Channichthyidae ,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
293,Channichthyidae ,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
294,Lepidonotothen,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
295,Nototheniidae_spp,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
296,Pseudochaenichthys_georgianus,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
297,Patagonotothen_ramsayi,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
298,Cottoperca_trigloides,Perciformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
299,Dissostichus_eleginoides,Perciformes,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
300,Salilota_australis,Gadiformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
301,Patagonotothen_guntheri,Perciformes,Peces,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
302,Geotria_australis,Petromyzonti,Peces demersales,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
303,Doryteuthis_gahi,Cephalopoda,Cefalopodos,Globicephala_melas_edwardii,Delphinidae,Mamiferos marinos,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
304,Euphausiidae,Malacostraca,Crustaceos peracaridos,Balaenoptera_physalus,Balaenopteridae,Mamiferos marinos,Filtrador,Heterótrofo,"Alvarez, F. et al_2022",https://doi.org/10.1007/s00300-022-03080-x,
305,Euphausiidae,Malacostraca,Crustaceos peracaridos,Megaptera_novaeangliae,Balaenopteridae,Mamiferos marinos,Filtrador,Heterótrofo,"Alvarez, F. et al_2022",https://doi.org/10.1007/s00300-022-03080-x,
306,Euphausiidae,Malacostraca,Crustaceos peracaridos,Balaenoptera_bonaerensis,Balaenopteridae,Mamiferos marinos,Filtrador,Heterótrofo,"Alvarez, F. et al_2022",https://doi.org/10.1007/s00300-022-03080-x,
307,Eudyptes_filholi,Sphenisciformes,Aves marinas,Phalcoboenus_australis,Falconiformes,Aves marinas,Cazador,Heterótrofo,"Becker, Y. A et al_2021",https://doi.org/10.1007/s00300-021-02908-2,
308,Cephalopoda_otros,Cephalopoda,Cefalopodos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14864,
309,Merlucciidae ,Gadiformes,Peces demersales,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14865,
310,Stomiiformes,Stomiiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
311,Moridae,Gadiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
312,Salilota_australis,Gadiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
313,Macrourus_holotrachys,Gadiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
314,Coelorinchus_fasciatus,Gadiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
315,Dissostichus_eleginoides,Perciformes,Peces demersales,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
316,Patagonotothen_ramsayi,Perciformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
317,Merlucciidae ,Gadiformes,Peces demersales,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
318,Ophidiidae,Ophidiiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,Infered from Genypterus_blacodes
319,Rajidae,Rajiformes,Condrictios,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
320,Rajidae,Rajiformes,Condrictios,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,Confirmado por Juan Martín Díaz de Astarloa
321,Micromesistius_australis,Gadiformes,Peces,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
322,Sprattus_fuegensis,Clupeiformes,Sardinas,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
323,Illex_argentinus,Cephalopoda,Cefalopodos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
324,Cephalopoda_otros,Cephalopoda,Cefalopodos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
325,Octopoda,Cephalopoda,Cefalopodos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
326,Decapoda_otros,Malacostraca,Crustaceos peracaridos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
327,Euphausiidae,Malacostraca,Crustaceos peracaridos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
328,Grimothea_gregaria,Malacostraca,Crustaceos peracaridos,Lamna_nasus,Lamniformes,Condrictios,Cazador,Heterótrofo,"Belleggia, M. et al_2021",https://onlinelibrary.wiley.com/doi/abs/10.1111/jfb.14866,
329,Detritos,Non-living,Non-living,Bathybiaster_loripes,Echinodermata,Asteroideos,Cazador,Detritos,,NA,
330,Calanoida,Copepoda_otros,Zooplancton,Ophiacantha_vivipara,Echinodermata,Ofiuroideos,Cazador,Heterotrofo,,NA,
331,Detritos,Non-living,Non-living,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Detritos,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
332,Copepoda_otros,Copepoda_otros,Zooplancton,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Heterotrofo,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
333,Amphipoda_spp,Amphipoda,Crustaceos peracaridos,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Heterotrofo,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
334,Isopoda_otros,Isopoda,Crustaceos isopodos,Serolidae,Isopoda,Crustaceos isopodos,Cazador,Heterotrofo,M. G. White_1972,https://nora.nerc.ac.uk/id/eprint/526227/1/bulletin27_11.pdf,
335,Detritos,Non-living,Non-living,Anuropus_australis,Malacostraca,Crustaceos peracaridos,Filtrador,Detritos,"Schulutz, G. A._1975",https://doi.org/10.1029/AR023p0069,
336,Detritos,Non-living,Non-living,Anuropus_antarcticus,Malacostraca,Crustaceos,Filtrador,Detritos,,NA,
337,Agonidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Agonopsis_chiloensis
338,Atherinidae,Atheriniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Odonthestes
339,Bathylagidae,Argentiniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
340,Bovichtidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
341,Callorhinchidae ,Chimaeriformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
342,Channichthyidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
343,Clinidae,Blenniiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
344,Clupeiformes_otros,Clupeiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
345,Congiopodidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
346,Gadidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
347,Gonatidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
348,Harpagiferidae_sp,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
349,Lamna_nasus,Lamniformes,Condrictios,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
350,Liparidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
351,Macrouridae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Macrourus_carinatus
352,Macruronidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
353,Melanonidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,Infered from Melanonus_gracilis
354,Merlucciidae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
355,Moridae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
356,Muraenolepididae,Gadiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
357,Myctophidae_spp,Myctophiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
358,Myxinidae,Myxiniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
359,Nototheniidae_spp,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
360,Ophidiidae,Ophidiiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
361,Zeiformes_sp,Zeiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
362,Paralichthyidae,Pleuronectiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
363,Psychrolutidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
364,Rajidae,Rajiformes,Condrictios,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
365,Scyliorhinidae,Carcharhiniformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
366,Sebastidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
367,Squalidae,Squaliformes,Condrictios,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
368,Stomiiformes,Stomiiformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
369,Synaphobranchidae,Anguilliformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
370,Zoarcidae,Perciformes,Peces,Dissostichus_eleginoides,Nototheniidae_spp,Peces,Cazador,Heterotrofo,pers.com._Claudia_Boy,NA,
371,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Littorinidae
372,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Littorinidae
373,Amphipoda_spp,Amphipoda,Crustaceos peracaridos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gammaridea
374,Calanoida,Malacostraca,Crustaceos peracaridos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
375,Munnidae,Malacostraca,Crustaceos peracaridos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
376,Euphausiidae,Malacostraca,Crustaceos peracaridos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
377,Euphausiidae,Malacostraca,Crustaceos peracaridos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
378,Euphausiidae,Malacostraca,Crustaceos peracaridos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
379,Euphausiidae,Malacostraca,Crustaceos peracaridos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Harpagifer_antarcticus
380,Euphausiidae,Malacostraca,Crustaceos peracaridos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
381,Ostracoda,Crustacea,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
382,Ostracoda,Crustacea,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
383,Ostracoda,Crustacea,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
384,Ostracoda,Crustacea,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
385,Ostracoda,Crustacea,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
386,Polyplacophora,Polyplacophora,Poliplacoforos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
387,Polyplacophora,Polyplacophora,Poliplacoforos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
388,Polyplacophora,Polyplacophora,Poliplacoforos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
389,Polyplacophora,Polyplacophora,Poliplacoforos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
390,Polyplacophora,Polyplacophora,Poliplacoforos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
391,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Gondogeneia_antarctica
392,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
393,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
394,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
395,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,
396,Amphipoda_spp,Amphipoda,Crustaceos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
397,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
398,Amphipoda_spp,Amphipoda,Crustaceos,Trematomus_newnesi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
399,Amphipoda_spp,Amphipoda,Crustaceos,Harpagiferidae_sp,Perciformes,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
400,Amphipoda_spp,Amphipoda,Crustaceos,Notothenia_rossi,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Oradare
401,Gastropoda_otros,Gastropoda,Gasteropodos,Lepidonotothen,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
402,Gastropoda_otros,Gastropoda,Gasteropodos,Notothenia_coriiceps,Nototheniidae_spp,Peces,Cazador,Heterotrofo,Moreira_etal_2014,https://doi.org/10.1007/s00300-014-1545-3,Infered from Onoba
