ID,Presa,Grupo funcional presa,Depredador,Grupo funcional depredador,Estrategia,Fuente,Expertise depredador,Expertise presa,Referencia,Enlace,Referente
347,Macruronus_magellanicus,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces demersales,13,https://doi.org/10.3354/meps12296,
348,Merluccius_australis,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces demersales,13,https://doi.org/10.3354/meps12296,
349,Champsocephalus_aceratus,Perciformes,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
350,Galiteuthis_glacialis,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
351,Euphausia_lucens,Malacostraca,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,13,https://doi.org/10.3354/meps12296,
352,Euphausia_superba,Malacostraca,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,13,https://doi.org/10.3354/meps12296,
353,Taonius*,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
354,Histioteuthis_atlantica,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
355,Histioteuthis_macrohista,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
356,Gonatus_antarcticus,Cephalopoda,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
357,Kondakovia_longimana,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
358,Batoteuthis_skolops,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
359,Galiteuthis_glacialis,Cephalopoda ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,13,https://doi.org/10.3354/meps12296,
360,Dissostichus_eleginoides,Perciformes,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces demersales,13,https://doi.org/10.3354/meps12296,
361,Micromesistius_australis,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
362,Macruronus_magellanicus,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces demersales,13,https://doi.org/10.3354/meps12296,
363,Merluccius_australis,Gadiformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces demersales,13,https://doi.org/10.3354/meps12296,
364,Gobionotothen_gibberifrons,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
365,Chaenocephalus_aceratus,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
366,Champsocephalus_gunnari,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
367,Chionodraco_rastrospinosus,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
368,Lepidonotothen_kempi,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
369,Nototheniops_larseni,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
370,Pseudochaenichthys_georgianus,Perciformes ,Tasmacetus_shepherdi,Ziphiidae,,Heterótrofo,Mamiferos marinos,Peces,13,https://doi.org/10.3354/meps12296,
371,Loligo_gahi,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
372,Ilex_argentinus,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
373,Macruronus_magellanicus,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
374,Merluccius_australis,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
375,Champsocephalus_aceratus,Perciformes,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
376,Galiteuthis_glacialis,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
377,Euphausia_lucens,Malacostraca,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
378,Euphausia_superba,Malacostraca,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
379,Taonius*,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
380,Histioteuthis_atlantica,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
381,Histioteuthis_macrohista,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
382,Gonatus_antarcticus,Cephalopoda,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
383,Kondakovia_longimana,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
384,Batoteuthis_skolops,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
385,Galiteuthis_glacialis,Cephalopoda ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
386,Dissostichus_eleginoides,Perciformes,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
387,Micromesistius_australis,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
388,Macruronus_magellanicus,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
389,Merluccius_australis,Gadiformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
390,Gobionotothen_gibberifrons,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
391,Chaenocephalus_aceratus,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
392,Champsocephalus_gunnari,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
393,Chionodraco_rastrospinosus,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
394,Lepidonotothen_kempi,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
395,Nototheniops_larseni,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
396,Pseudochaenichthys_georgianus,Perciformes ,Ziphius_cavirostris,Ziphiidae ,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
397,Loligo_gahi,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
398,Ilex_argentinus,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
399,Macruronus_magellanicus,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
400,Merluccius_australis,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
401,Champsocephalus_aceratus,Perciformes,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
402,Galiteuthis_glacialis,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
403,Euphausia_lucens,Malacostraca,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
404,Euphausia_superba,Malacostraca,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
405,Taonius*,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
406,Histioteuthis_atlantica,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
407,Histioteuthis_macrohista,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
408,Gonatus_antarcticus,Cephalopoda,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
409,Kondakovia_longimana,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
410,Batoteuthis_skolops,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
411,Galiteuthis_glacialis,Cephalopoda ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
412,Dissostichus_eleginoides,Perciformes,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
413,Micromesistius_australis,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
414,Macruronus_magellanicus,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
415,Merluccius_australis,Gadiformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
416,Gobionotothen_gibberifrons,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
417,Chaenocephalus_aceratus,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
418,Champsocephalus_gunnari,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
419,Chionodraco_rastrospinosus,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
420,Lepidonotothen_kempi,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
421,Nototheniops_larseni,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
422,Pseudochaenichthys_georgianus,Perciformes ,Cephalorhynchus_commersonii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
423,Loligo_gahi,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
424,Ilex_argentinus,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
425,Macruronus_magellanicus,Gadiformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
426,Merluccius_australis,Gadiformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
427,Champsocephalus_aceratus,Perciformes,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
428,Galiteuthis_glacialis,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
429,Euphausia_lucens,Malacostraca,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
430,Euphausia_superba,Malacostraca,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
431,Taonius*,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
432,Histioteuthis_atlantica,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
433,Histioteuthis_macrohista,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
434,Gonatus_antarcticus,Cephalopoda,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
435,Kondakovia_longimana,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
436,Batoteuthis_skolops,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
437,Galiteuthis_glacialis,Cephalopoda ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,19,https://doi.org/10.1007/s00300-019-02607-z,
438,Dissostichus_eleginoides,Perciformes,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
439,Micromesistius_australis,Gadiformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
440,Macruronus_magellanicus,Gadiformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
441,Merluccius_australis,Gadiformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces demersales,19,https://doi.org/10.1007/s00300-019-02607-z,
442,Gobionotothen_gibberifrons,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
443,Chaenocephalus_aceratus,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
444,Champsocephalus_gunnari,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
445,Chionodraco_rastrospinosus,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
446,Lepidonotothen_kempi,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
447,Nototheniops_larseni,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
448,Pseudochaenichthys_georgianus,Perciformes ,Eubalaena_australis,Balaenidae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
449,Sprattus_fuegensis,Clupeiformes ,Aves,,Cazador,Heterótrofo,Aves marinas,Sardinas,15,https://doi.org/10.1007/s00300-018-2394-2,
450,Munida_gregaria,Malacostraca,Aves,,Cazador,Heterótrofo,Aves marinas,Crustaceos peracaridos,15,https://doi.org/10.1007/s00300-018-2394-2,
451,Sprattus_fuegensis,Clupeiformes ,Peces,,Cazador,Heterótrofo,Peces,Sardinas,15,https://doi.org/10.1007/s00300-018-2394-2,
452,Munida_gregaria,Malacostraca,Peces,,Cazador,Heterótrofo,Peces,Crustaceos peracaridos,15,https://doi.org/10.1007/s00300-018-2394-2,
453,Sprattus_fuegensis,Clupeiformes ,Mamiferos marinos,,Cazador,Heterótrofo,Mamiferos marinos,Sardinas,15,https://doi.org/10.1007/s00300-018-2394-2,
454,Munida_gregaria,Malacostraca,Mamiferos marinos,,Cazador,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,15,https://doi.org/10.1007/s00300-018-2394-2,
455,Munida_gregaria,Malacostraca,Spheniscus_magellanicus,Sphenisciformes,Cazador,Heterótrofo,Aves marinas,Crustaceos peracaridos,16,https://doi.org/10.1111/ibi.12547,
456,Sprattus_fuegensis,Clupeiformes ,Spheniscus_magellanicus,Sphenisciformes,Cazador,Heterótrofo,Aves marinas,Sardinas,16,https://doi.org/10.1111/ibi.12547,
457,Loligo_gahi,Cephalopoda ,Spheniscus_magellanicus,Sphenisciformes,Cazador,Heterótrofo,Aves marinas,Cefalopodos,16,https://doi.org/10.1111/ibi.12547,
458,Euphausiacea,Malacostraca,Megaptera_novaeangliae,Balaenopteridae,Filtrador,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
459,Euphausiacea,Malacostraca,Balaenoptera_borealis,Balaenopteridae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
460,Euphausiacea,Malacostraca,Lagenorhynchus_cruciger,Delphinidae,,Heterótrofo,Mamiferos marinos,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z,
461,Myctophidae* ,Myctophiformes ,Balaenoptera_physalus,Balaenopteridae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
462,Myctophidae* ,Myctophiformes ,Balaenoptera_borealisa,Balaenopteridae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
463,Myctophidae* ,Myctophiformes ,Balaenoptera_borealis,Balaenopteridae,,Heterótrofo,Mamiferos marinos,Peces,19,https://doi.org/10.1007/s00300-019-02607-z,
464,Onykia_ingens,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
465,Martialia_hyadesi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
466,Chiroteuthis_veranyi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
467,Doryteuthis_gahi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
468,Ilex_argentinus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
469,Enteroctopus_megalocyathus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
470,Merluccius_hubbsi,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
471,Merluccius_ustralis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
472,Macruronus_magellanicus,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
473,Salilota_australis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
474,Micromesistius_australis,Gadiformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
475,Dissostichus_eleginoides,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
476,Cottoperca_trigloides,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
477,Iluocoetes_fimbriatus,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
478,Martialia_hyadesi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
479,Galiteuthis_glacialis,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
480,Taonius*,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
481,Histioteuthis_eltaninae,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
482,Histioteuthis_atlantica,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
483,Alluroteuthis_antarcticus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
484,Kondakovia_longimana,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
485,Filippovia_knipovitchi,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
486,Semirossia_tenera,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
487,Gonatus_antarcticus,Cephalopoda ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2,
488,Gobionotothen_gibberifrons,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
489,Chaenocephalus_aceratus,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
490,Chaenocephalus_gunnari,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
491,Chionodraco_rastrospinosus,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
492,Lepidonotothen_kempi,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
493,Nototheniops_larseni,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
494,Pseudochaenichthys_georgianus,Perciformes ,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
495,Patagonotothen_ramsayi,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces,21,https://doi.org/10.1007/s00300-021-02908-2,
496,Cottoperca_trigloides,Perciformes,Globicephala_melas_edwardii,Delphinidae,,Heterótrofo,Mamiferos marinos,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2,
