ID,Filum,Clase,Orden,Familia,Género,Especie trófica,Nombre común,Hábitat,Dominio,Expertise,Referencia,Enlace
297,Chordata,Actinopteri ,Perciformes ,Nototheniidae,Nototheniops,Nototheniops_larseni,,,,Peces,13,https://doi.org/10.3354/meps12296
298,Chordata,Actinopteri ,Perciformes ,Channichthyidae,Pseudochaenichthys,Pseudochaenichthys_georgianus,,,,Peces,13,https://doi.org/10.3354/meps12296
299,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,,Pelágico,"CCH, CB",Mamiferos marinos,14,https://doi.org/10.1007/s00300-018-2315-4
300,Chordata,Mammalia,Cetartiodactyla,Delphinidae ,Lagenorhynchus,Lagenorhynchus_australis,Delfín Austral,Pelágico,CB,Mamiferos marinos,14,https://doi.org/10.1007/s00300-018-2315-4
301,Chordata,Actinopteri ,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,Sardina fueguina,Pelágico,"CCH, CB",Sardinas,15,https://doi.org/10.1007/s00300-018-2394-2
302,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,Munida_gregaria,Langosta gregaria,Bentopelágico,CB,Crustaceos peracaridos,15,https://doi.org/10.1007/s00300-018-2394-2
303,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Lithodes,Lithodes_santolla,Centolla patagónica,Bentónico,"CCH, CB",Crustaceos peracaridos,15,https://doi.org/10.1007/s00300-018-2394-2
304,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Paralomis,Paralomis_granulosa,Centollón patagónico,Bentónico,"CCH, CB",Crustaceos peracaridos,15,https://doi.org/10.1007/s00300-018-2394-2
305,Chordata,Aves,Sphenisciformes,Spheniscidae ,Spheniscus,Spheniscus_magellanicus,Pinguino Magallánico,Pelágico,"CCH, CB",Aves marinas,16,https://doi.org/10.1111/ibi.12547
306,Chordata,Aves,Sphenisciformes,Spheniscidae ,Pygoscelis,Pygoscelis_adeliae,Pinguino Adelia,Pelágico,"CCH, CB",Aves marinas,16,https://doi.org/10.1111/ibi.12547
307,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,Macrocystis_pyrifera,Alga parda,Bentónico,CB,,16,https://doi.org/10.1111/ibi.12547
308,Echinodermata ,Echinoidea,Camarodonta ,Parechinidae,Loxechinus,Loxechinus_albus,Erizo de mar chileno,Bentónico,CB,Erizos de mar,16,https://doi.org/10.1111/ibi.12547
309,Ochrophyta,Phaeophyceae ,Laminariales ,Lessoniaceae,Lessonia,Lessonia_vadosa,Alga parda,Bentónico,CB,Bentos,16,https://doi.org/10.1111/ibi.12547
310,Ochrophyta,Phaeophyceae ,Laminariales ,Lessoniaceae,Lessonia,Lessonia_flavicans,Alga parda,Bentónico,CB,Bentos,16,https://doi.org/10.1111/ibi.12547
311,Echiodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Pseudechinus ,Pseudechinus_magellanicus,Erizo de mar ,Bentónico,CB,Erizos de mar,17,https://doi.org/10.1371/journal.pone.0229259
312,Echiodermata,Echinoidea,Cidaroida ,Cidaridae,Austrocidaris,Austrocidaris_canaliculatum,Erizo de mar ,Bentónico,CB,Erizos de mar,17,https://doi.org/10.1371/journal.pone.0229259
313,Echiodermata,Echinoidea,Arbacioida ,Arbaciidae ,Arbacia,Arbacia_dufresnii,Erizo de mar ,Bentónico,CB,Erizos de mar,17,https://doi.org/10.1371/journal.pone.0229259
314,Echiodermata,Echinoidea,Forcipulatida ,Asteriidae ,Anasterias,Anasterias_antarctica,Estrella de mar cenicienta,Bentónico,CB,Erizos de mar,17,https://doi.org/10.1371/journal.pone.0229259
315,Echiodermata,Echinoidea,Forcipulatida ,Stichasteridae ,Cosmasterias,Cosmasterias_lurida,Estrella vioeta,Bentónico,CB,Erizos de mar,17,https://doi.org/10.1371/journal.pone.0229259
316,Echiodermata,Echinoidea,Valvatida ,Asterinidae ,Asterina,Asterina_fimbriata,,Bentónico,CB,Erizos de mar,17,https://doi.org/10.1371/journal.pone.0229259
317,Arthropoda,Thecostraca,Balanomorpha ,Balanidae ,Balanus,Balanus_laevis,Bellota de mar,Bentónico,CB,Bentos,17,https://doi.org/10.1371/journal.pone.0229259
318,Mollusca,Bivalvia,Imparidentia ,Gaimardiidae,Gaimardia,Gaimardia_trapesina,,Bentónico,CB,Bentos,17,https://doi.org/10.1371/journal.pone.0229259
319,Bryozoa,Gymnolaemata ,Cheilostomatida ,NA,NA,Lepraliomorpha* ,,Bentónico,CB,Bentos,17,https://doi.org/10.1371/journal.pone.0229259
320,Mollusca,Gastropoda,Trochida ,Calliostomatidae,Margarella,Margarella_violacea ,,Bentónico,CB,Gasteropodos,17,https://doi.org/10.1371/journal.pone.0229259
321,Haptophyta ,Prymnesiophyceae ,Isochrysidales ,Noelaerhabdaceae,Emiliania,Emiliania_huxleyi,Cocolitofóridos,Pelágico,CB y CCH,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
322,Myzozoa ,Dinophyceae,Dinophysiales ,Dinophysaceae ,Dinophysis,Dinophysis_acuminata,Mixozoos,Pelágico,CB y CCH,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
323,Cyanobacteria ,Cyanophyceae ,Synechococcales ,Synechococcaceae,Synechococcus,Synechococcus*,Picofitoplancton,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
324,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Lithodes,Lithodes_santolla,Centolla patagónica,Bentónico,"CCH, CB",Crustaceos peracaridos,18,https://doi.org/10.1371/journal.pone.0233156
325,Arthropoda,Malacostraca,Decapoda,Lithodidae ,Paralomis,Paralomis_granulosa,Centollón patagónico,Bentónico,"CCH, CB",Crustaceos peracaridos,18,https://doi.org/10.1371/journal.pone.0233156
326,Chordata,Actinopteri ,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,Sardina fueguina,Pelágico,"CCH, CB",Sardinas,18,https://doi.org/10.1371/journal.pone.0233156
327,Chordata,Actinopteri,Perciformes,Nototheniidae ,Dissostichus,Dissostichus_eleginoides,Merluza negra,Demersal,,Peces demersales,18,https://doi.org/10.1371/journal.pone.0233156
328,Ochrophyta ,Bacillariophyceae,NA,NA,NA,Bacillariophyceae*,Diatomeas,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
329,Haptophyta ,Prymnesiophyceae ,NA,NA,NA,Coccolithophorales* ,Cocolitofóridos,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
330,Bryozoa,Gymnolaemata,Cheilostomatida ,Escharinidae ,Mastigophora,Mastigophora*,Flagelados,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
331,Dinophyta,NA,NA,NA,NA,Dinophyta*,Dinoflagelados,,CB,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
332,Myzozoa,Dinophyceae,Dinophyceae,Amphidomataceae,Azadinium,Azadinium*,Dinoflagelados,,CB,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
333,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum*,Dinoflagelados,,CB,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
334,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,Alexandrium*,Dinoflagelados,,CB,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
335,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium*,Dinoflagelados,,CB,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
336,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae ,Oxytoxum,Oxytoxum*,Dinoflagelados,,CB,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
337,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium*,Dinoflagelados heterótrofos,,,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
338,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
339,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
340,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,Amphidinium*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
341,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium,Torodinium_robustum,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
342,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Mesodinium,Mesodinium_rubrum,Ciliados,,CB,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
343,Myzozoa ,Dinophyceae,Dinophysiales ,Dinophysaceae ,Dinophysis,Dinophysis*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
344,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium*,,,,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
345,Ciliophora,Oligotrichea,Choreotrichida,Strobilidiidae,Strobilidium,Strobilidium*,,,,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
346,Ciliophora,Oligotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,Strombidinopsis*,,,,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
347,Ciliophora,Oligotrichea,Choreotrichida,Codonellidae,Tintinnopsis,Tintinnopsis*,Tintínidos,,,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
348,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Shionodiscus,Shionodiscus_gaarderae,Diatomeas,,CCH,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
349,Ciliophora,Oligotrichea,Oligotrichida,Cyrtostrombidiidae,Cyrtostrombidium,Cyrtostrombidium*,,,"CB, CCH",Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
350,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Laboea,Laboea_strobila,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
351,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_conicum,,,,Zooplancton,18,https://doi.org/10.1371/journal.pone.0233156
352,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
353,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudonitzschia,Pseudonitzschia*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
354,Myzozoa ,Dinophyceae,Dinophysiales ,Dinophysaceae ,Dinophysis,Dinophysis_acuminata,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
355,Ochrophyta,Bacillariophyceae,Chaetocerotanae,Chaetocerotaceae,Chaetoceros,Chaetoceros*,Diatomeas,"CB, CCH",,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
356,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira ,Thalassiosira* ,Diatomeas,"CB, CCH",,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
357,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Dactyliosolen,Dactyliosolen*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
358,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
359,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,Fragilariopsis _kerguelensis,,CB,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
360,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
361,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia,Paralia_sulcata,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
362,Haptophyta,rymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis*,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
363,Haptophyta,rymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_antactica,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
364,Myzozoa ,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,Alexandrium_catenella,Dinoflagelado,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
365,Mollusca,Bivalvia,Mytiloidea,Mytilidae,Mytilus,Mytilus_chilensis,Mejillón,Bentónico,CB,Bentos,18,https://doi.org/10.1371/journal.pone.0233156
366,Myzozoa ,Dinophyceae,Dinophyceae,Amphidomataceae,Azadinium,Azadinium_poporum,,,,Fitoplancton,18,https://doi.org/10.1371/journal.pone.0233156
367,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Megaptera,Megaptera_novaeangliae,Ballena jorobada,Pelágico,"CCH, CCA",Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
368,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_borealis,Rorcual mediano,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
369,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus ,Lagenorhynchus_cruciger,Delfín cruzado,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
370,Arthropoda ,Malacostraca,Euphausiacea,NA,NA,Euphausiacea*,Krill,,,Crustaceos peracaridos,19,https://doi.org/10.1007/s00300-019-02607-z
371,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_physalus,Rorcual común,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
372,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_borealis,Rorcual mediano,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
373,Chordata,Mammalia ,Cetartiodactyla ,Balaenidae,Eubalaena,Eubalaena_australisa,Ballena franca asutral,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
374,Chordata,Mammalia ,Cetartiodactyla ,Physeteridae,Physeter,Physeter_macrocephalus,Cachalote,Pelágico,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
375,Chordata,Mammalia ,Cetartiodactyla ,Delphinidae ,Orcinus,Orcinus_orcaa,Orca,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
376,Chordata,Mammalia ,Cetartiodactyla ,Delphinidae ,Globicephala,Globicephala_melasa,Delfín calderón,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
377,Chordata,Mammalia ,Cetartiodactyla ,Delphinidae ,Lissodelphis,Lissodelphis_peroniia,Delfín liso del sur,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
378,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_australis,Delfín Austral,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
379,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_cruciger,Delfín cruzado,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
380,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus,Delfín oscuro,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
381,Chordata,Mammalia,Artiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_commersonii,Tonina overa,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
382,Chordata,Mammalia,Artiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_eutropia,Delfín chileno,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
383,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,Delphinus_delphis,Delfín común,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
384,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,Tursiops_truncatus,Delfín nariz de botella,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
385,Chordata,Mammalia ,Cetartiodactyla ,Ziphiidae ,Hyperoodon,Hyperoodon_planifronsa,Delfín nariz de botella del sur,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
386,Chordata,Mammalia ,Cetartiodactyla ,Ziphiidae ,Berardius,Berardius_arnuxii,Delfín picudo de Arnoux,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
387,Chordata,Mammalia ,Cetartiodactyla ,Ziphiidae ,Ziphius,Ziphius_cavirostris,Ballena de Cuvier,,,Mamiferos marinos,19,https://doi.org/10.1007/s00300-019-02607-z
388,Chordata,Actinopteri,Myctophiformes,Myctophidae ,NA,Myctophidae* ,,,,Peces,19,https://doi.org/10.1007/s00300-019-02607-z
389,Chordata,Mammalia,Artiodactyla,Delphinidae,Globicephala,Globicephala_melas_edwardii,Calderón común,"CCH, CB",,Mamiferos marinos,21,https://doi.org/10.1007/s00300-021-02908-2
390,Mollusca,Cephalopoda ,Oegopsida ,Onychoteuthidae ,Onykia,Onykia_ingens,Calamar anzuelo mayor,"CCH, CB",,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
391,Mollusca,Cephalopoda ,Oegopsida ,Ommastrephidae,Martialia,Martialia_hyadesi,Calamar volador,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
392,Mollusca,Cephalopoda ,Oegopsida ,Chiroteuthidae ,Chiroteuthis,Chiroteuthis_veranyi,Calamar de brazos largos,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
393,Mollusca,Cephalopoda ,Myopsida,Loliginidae ,Doryteuthis,Doryteuthis_gahi,Calamar patagónico,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
394,Mollusca,Cephalopoda ,Oegopsida ,Ommastrephidae ,llex,Ilex_argentinus,Calamar argentino,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
395,Mollusca,Cephalopoda ,Octopoda,Enteroctopodidae,Enteroctopus,Enteroctopus_megalocyathus,Pulpo rojo patagónico,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
396,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_hubbsi,Merluza Argentina,Demersal,,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
397,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Merluccius,Merluccius_australis,Merluza austral,Demersal,,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
398,Chordata,Actinopteri ,Gadiformes ,Merlucciidae ,Macruronus,Macruronus_magellanicus,Merluza de cola,Demersal,,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
399,Chordata,Actinopteri ,Gadiformes ,Moridae,Salilota,Salilota_australis,Bacalao criollo,Pelágico,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
400,Chordata,Actinopteri ,Gadiformes ,Gadidae ,Micromesistius,Micromesistius_australis,Bacaladilla,Pelágico,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
401,Chordata,Actinopteri ,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,Merluza negra,Demersal,,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
402,Chordata,Actinopteri ,Perciformes,Bovichtidae ,Cottoperca,Cottoperca_trigloides,Pez piedra,Demersal,CB,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
403,Chordata,Actinopteri ,Perciformes,Zoarcidae,Iluocoetes,Iluocoetes_fimbriatus,,Demersal,"CB, CCH",Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
404,Mollusca,Cephalopoda ,Oegopsida,Ommastrephidae,Martialia,Martialia_hyadesi,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
405,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae,Galiteuthis,Galiteuthis_glacialis,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
406,Mollusca,Cephalopoda ,Oegopsida,Cranchiidae,Taonius,Taonius*,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
407,Mollusca,Cephalopoda ,Oegopsida,Histioteuthidae ,Histioteuthis,Histioteuthis_eltaninae,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
408,Mollusca,Cephalopoda ,Oegopsida,Histioteuthidae ,Histioteuthis,Histioteuthis_atlantica,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
409,Mollusca,Cephalopoda ,Oegopsida,Neoteuthidae ,Alluroteuthis,Alluroteuthis_antarcticus,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
410,Mollusca,Cephalopoda ,Oegopsida,Onychoteuthidae,Kondakovia,Kondakovia_longimana,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
411,Mollusca,Cephalopoda ,Oegopsida,Onychoteuthidae,Filippovia,Filippovia_knipovitchi,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
412,Mollusca,Cephalopoda ,Sepiida,Sepiolidae ,Semirossia,Semirossia_tenera,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
413,Mollusca,Cephalopoda ,Oegopsida,Gonatidae,Gonatus,Gonatus_antarcticus,,,,Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
414,Chordata,Actinopteri ,Perciformes,Gonatidae,Gobionotothen,Gobionotothen_gibberifrons,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
415,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Chaenocephalus,Chaenocephalus_aceratus,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
416,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Chaenocephalus,Chaenocephalus_gunnari,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
417,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Chionodraco,Chionodraco_rastrospinosus,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
418,Chordata,Actinopteri ,Perciformes,Nototheniidae,Lepidonotothen,Lepidonotothen_kempi,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
419,Chordata,Actinopteri ,Perciformes,Nototheniidae,Nototheniops,Nototheniops_larseni,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
420,Chordata,Actinopteri ,Perciformes,Channichthyidae ,Pseudochaenichthys,Pseudochaenichthys_georgianus,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
421,Chordata,Actinopteri ,Perciformes,Nototheniidae,Patagonotothen ,Patagonotothen_ramsayi,,,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
422,Chordata,Actinopteri ,Perciformes,Bovichtidae ,Cottoperca,Cottoperca_trigloides,Pez piedra,Demersal,CB,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
423,Chordata,Actinopteri ,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,Merluza negra,Demersal,,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
424,Chordata,Actinopteri ,Gadiformes ,Moridae,Salilota,Salilota_australis,Bacalao criollo,Pelágico,,Peces,21,https://doi.org/10.1007/s00300-021-02908-2
425,Chordata,Actinopteri ,Perciformes,Nototheniidae,Patagonotothen,Patagonotothen_guntheri,Róbalo,Bentopelágico,"CCH, CB",Peces,21,https://doi.org/10.1007/s00300-021-02908-2
426,Chordata,Petromyzonti,Petromyzontiformes,Geotriidae ,Geotria,Geotria_australis,Lamprea de boca ancha,Demersal,CCH,Peces demersales,21,https://doi.org/10.1007/s00300-021-02908-2
427,Mollusca,Cephalopoda ,Myopsida,Loliginidae ,Doryteuthis,Doryteuthis_gahi,Calamar patagónico,Pelágico,"CCH, CCA",Cefalopodos,21,https://doi.org/10.1007/s00300-021-02908-2
428,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_physalus,"rorcual común, COMMON RORQUAL",,,Mamiferos marinos,24,https://doi.org/10.1007/s00300-022-03080-x
429,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Megaptera,Megaptera_novaeangliae,Ballena jorobada,Pelágico,"CCH, CCA",Mamiferos marinos,24,https://doi.org/10.1007/s00300-022-03080-x
430,Arthropoda,Malacostraca,Euphausiacea ,Euphausiidae ,Euphausia,Euphausia_superba,Krill,Planctónico,"CCA, CCH",Crustaceos peracaridos,24,https://doi.org/10.1007/s00300-022-03080-x
431,Chordata,Mammalia ,Cetartiodactyla ,Balaenopteridae,Balaenoptera,Balaenoptera_bonaerensis,Rorcual austral,Pelágico,CCA,Mamiferos marinos,24,https://doi.org/10.1007/s00300-022-03080-x
432,Chordata,Actinopterygii,Clupeiformes ,Clupeidae,Sprattus,Sprattus_fuegensis,Sardina fueguina,Pelágico,"CCH, CB",Sardinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
433,Chordata,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,Dissostichus_eleginoides,Merluza negra,Demersal,CCA,Peces demersales,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
434,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus_dominicanus,Gaviota Cocinera,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
435,Chordata,Aves,Charadriiformes,Laridae,Sterna,Sterna_hirundinacea,Gaviotín sudamericano,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
436,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius_antarcticus,Escúa Parda,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
437,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius_chilensis,Escúa Común,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
438,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea_epomophora,Albatros real,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
439,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea_exulans,Albatros errante,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
440,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,Diomedea_sanfordi,Albatros real del norte,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
441,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria_fusca,Albatros oscuro,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
442,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria_palpebrata,Albatros manto claro,Pelágico,,Aves marinas,25,https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes
