"","ID","Filum","Clase","Orden","Familia","Género","Especie.trófica","Nombre.común","Hábitat","Dominio","Expertise","Referencia","Enlace","X","X.1"
"53",272,"Chordata","Mammalia","Cetartiodactyla ","Balaenidae","Eubalaena","Eubalaena_australis","Ballena franca asutral","","","Mamiferos marinos",13,"https://doi.org/10.3354/meps12296",NA,""
"54",299,"Chordata","Mammalia","Cetartiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_obscurus","","Pelágico","CCH, CB","Mamiferos marinos",14,"https://doi.org/10.1007/s00300-018-2315-4",NA,""
"55",300,"Chordata","Mammalia","Cetartiodactyla","Delphinidae ","Lagenorhynchus","Lagenorhynchus_australis","Delfín Austral","Pelágico","CB","Mamiferos marinos",14,"https://doi.org/10.1007/s00300-018-2315-4",NA,""
"56",367,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Megaptera","Megaptera_novaeangliae","Ballena jorobada","Pelágico","CCH, CCA","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"57",368,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_borealis","Rorcual mediano","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"58",369,"Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus ","Lagenorhynchus_cruciger","Delfín cruzado","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"59",371,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_physalus","Rorcual común","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"60",372,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_borealis","Rorcual mediano","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"61",373,"Chordata","Mammalia ","Cetartiodactyla ","Balaenidae","Eubalaena","Eubalaena_australisa","Ballena franca asutral","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"62",374,"Chordata","Mammalia ","Cetartiodactyla ","Physeteridae","Physeter","Physeter_macrocephalus","Cachalote","Pelágico","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"63",375,"Chordata","Mammalia ","Cetartiodactyla ","Delphinidae ","Orcinus","Orcinus_orcaa","Orca","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"64",376,"Chordata","Mammalia ","Cetartiodactyla ","Delphinidae ","Globicephala","Globicephala_melasa","Delfín calderón","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"65",377,"Chordata","Mammalia ","Cetartiodactyla ","Delphinidae ","Lissodelphis","Lissodelphis_peroniia","Delfín liso del sur","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"66",378,"Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_australis","Delfín Austral","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"67",379,"Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_cruciger","Delfín cruzado","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"68",380,"Chordata","Mammalia","Artiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus_obscurus","Delfín oscuro","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"69",381,"Chordata","Mammalia","Artiodactyla","Delphinidae","Cephalorhynchus","Cephalorhynchus_commersonii","Tonina overa","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"70",382,"Chordata","Mammalia","Artiodactyla","Delphinidae","Cephalorhynchus","Cephalorhynchus_eutropia","Delfín chileno","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"71",383,"Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus_delphis","Delfín común","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"72",384,"Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops_truncatus","Delfín nariz de botella","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"73",385,"Chordata","Mammalia ","Cetartiodactyla ","Ziphiidae ","Hyperoodon","Hyperoodon_planifronsa","Delfín nariz de botella del sur","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"74",386,"Chordata","Mammalia ","Cetartiodactyla ","Ziphiidae ","Berardius","Berardius_arnuxii","Delfín picudo de Arnoux","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"75",387,"Chordata","Mammalia ","Cetartiodactyla ","Ziphiidae ","Ziphius","Ziphius_cavirostris","Ballena de Cuvier","","","Mamiferos marinos",19,"https://doi.org/10.1007/s00300-019-02607-z",NA,""
"76",389,"Chordata","Mammalia","Artiodactyla","Delphinidae","Globicephala","Globicephala_melas_edwardii","Calderón común","CCH, CB","","Mamiferos marinos",21,"https://doi.org/10.1007/s00300-021-02908-2",NA,""
"77",428,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_physalus","rorcual común, COMMON RORQUAL","","","Mamiferos marinos",24,"https://doi.org/10.1007/s00300-022-03080-x",NA,""
"78",429,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Megaptera","Megaptera_novaeangliae","Ballena jorobada","Pelágico","CCH, CCA","Mamiferos marinos",24,"https://doi.org/10.1007/s00300-022-03080-x",NA,""
"79",431,"Chordata","Mammalia ","Cetartiodactyla ","Balaenopteridae","Balaenoptera","Balaenoptera_bonaerensis","Rorcual austral","Pelágico","CCA","Mamiferos marinos",24,"https://doi.org/10.1007/s00300-022-03080-x",NA,""
"80",473,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus","Arctocephalus_gazella","lobo marino antártico","Pelágico","","Mamiferos marinos",25,"https://sib.gob.ar/#!/area-protegida/area-marina-protegida-yaganes",NA,""
